Name,Value
 Goli Vada Pav No 1,1073
 Golkonda Chimney,1074
 Gongura,1075
 Gooey  Fluffy,1076
 Gorbandh,1077
 Gorilla Barfare,1078
 Gowdru Hotel,1079
 Gramin,1080
 Grand Village,1081
 GrandmaS Recipe,1082
 Grapevine,1083
 Grazers,1084
 Green Family Bar  Restaurant,1085
 Green Gardenia,1086
 Green Hyderabad Biryani House,1087
 Green Onion,1088
 Green Pepper,1089
 Green Theory,1090
 Grigliato,1091
 Grill Hut,1092
 Grilliez,1093
 Grillopia,1094
 Grills  Rolls,1095
 Grills And Tandoor,1096
 Grow Fit,1097
 Grubbery,1098
 Grubhouse,1099
 Gud Dhani,1100
 Gudguda Prime Cafe,1101
 Gufha  The President Hotel,1102
 GulluS Chat,1103
 Gundappa Donne Biryani,1104
 Guru Garden,1105
 Guru Greens,1106
 Guru Paradise,1107
 Gurukrupa Paratha House,1108
 GustoS Pizza,1109
 Gustoes Beer House,1110
 Guzzlers Inn,1111
 Gyani Da Punjabi Dhaba,1112
 Haagen Dazs,1113
 Habibi Falafel,1114
 Habitts,1115
 Hae Kum Gang,1116
 Haji Ali Juice Centre,1117
 Hakka Chinese Restaurant,1118
 Hakuna Matata,1119
 Halli Jonne Biriyani,1120
 Halli Mane,1121
 Halo Chef,1122
 Hammered,1123
 Hamza,1124
 Handi Biryani,1125
 Hang10 Resto N Cafe,1126
 Hangover,1127
 Hanoi  Vietnamese Cuisine,1128
 Happy Belly Bakes,1129
 Happy Brew,1130
 Happy Endings,1131
 Happy House Restaurant,1132
 Happy Kitchen,1133
 Happy Plate,1134
 Happy Singh,1135
 Hara Fine Dine,1136
 Hard Rock Cafe,1137
 Hari Super Sandwich,1138
 Harima,1139
 HarryS Bar  Cafe,1140
 Harshi Super Sandwich,1141
 Hashtag Kitchen,1142
 Hatch,1143
 Hatti Kaapi,1144
 Hatti Punjab Di,1145
 Haute,1146
 Have More,1147
 Haveli,1148
 Havelli  ChairmanS Resort,1149
 Head O State,1150
 HeadS Or TailS,1151
 Health Gourmet,1152
 Health Zingo,1153
 Healthie,1154
 Hello RestoPub,1155
 Helloo Delhi,1156
 Herbs  Spices,1157
 Here  Now,1158
 Hi Seoul,1159
 High N Hungry,1160
 High Ultra Lounge,1161
 Highteaparty Cafe,1162
 Himalyan Inn Tibet Kitchen,1163
 Hind Ka Chulah,1164
 Hiyar Majhe Kolkata,1165
 Hokey Pokey Ice Creams,1166
 Holige Mane,1167
 Homelicious Food,1168
 Homms,1169
 Hongkong Garden,1170
 Hongkong Noodles,1171
 Hoot,1172
 Hoppipola,1173
 Hot Attack,1174
 Hotboxit,1175
 Hotel Aditya,1176
 Hotel Ajantha,1177
 Hotel Annapoorna,1178
 Hotel Aradhana,1179
 Hotel Ayodhya Upahar,1180
 Hotel Chandrika,1181
 Hotel Crossroads,1182
 Hotel Dwarka,1183
 Hotel Elite,1184
 Hotel Emirates,1185
 Hotel Fanoos,1186
 Hotel Feast Ambur Biriyani,1187
 Hotel Food Lands,1188
 Hotel Green Tara,1189
 Hotel Halli Nenapu,1190
 Hotel Janardhan,1191
 Hotel Janatha,1192
 Hotel Junior Kuppanna,1193
 Hotel Kadamba Veg,1194
 Hotel Karavali,1195
 Hotel Little Imperial,1196
 Hotel Mangala,1197
 Hotel Manu,1198
 Hotel Manu Residency,1199
 Hotel Moonlight,1200
 Hotel Nalapaka,1201
 Hotel New Panchavati,1202
 Hotel Ramprasad,1203
 Hotel Salala,1204
 Hotel Shangrila,1205
 Hotel The Shack,1206
 Hotel TomS Restaurant,1207
 Hottey Smokey,1208
 House Of Commons,1209
 House Of Kebabs,1210
 House Of Seitan,1211
 House Of Torte,1212
 House Stark Cafe,1213
 Howlin Wolf,1214
 Howrah Bridge,1215
 Hq,1216
 Hsr Agarval Bhavan,1217
 Hsr High Street,1218
 Huko Mukho Hangla,1219
 Hunan,1220
 Hunan Express,1221
 Hunan KingS,1222
 Hunger Bee,1223
 Hunger Camp,1224
 Hunger Hitman,1225
 Hunger Meals,1226
 Hungree Belly,1227
 Hungry Hippie,1228
 Hungry Lee,1229
 Hungry Paunch,1230
 Hungry Vihaari,1231
 HusbandS Kitchen,1232
 Hvr Veg,1233
 Hyderabad Bawarchi,1234
 Hyderabad Biryaani Home,1235
 Hyderabad Biryaani House,1236
 Hyderabad Biryaani Palace,1237
 Hyderabad Biryani,1238
 Hyderabad Biryani House,1239
 Hyderabad Chefs,1240
 Hyderabad Cuisine,1241
 Hyderabad Cuisine Multicuisine Restaurant,1242
 Hyderabad Darbar,1243
 Hyderabad Magic,1244
 Hyderabadi Bawarchi,1245
 Hyderabadi Biriyani,1246
 Hyderabadi Biryani Hub,1247
 Hyderabadi Spice,1248
 Hype  ShangriLa Hotel,1249
 I Cool,1250
 IBar  The Park Bangalore,1251
 Ibaco,1252
 Ice  Taj Mg Road Bengaluru,1253
 Ice Cream Works,1254
 Ice Land,1255
 Ice N Fries Cafe,1256
 Ice Thunder,1257
 Icebreakers,1258
 Idc Kitchen,1259
 Idli  Dosa Cafe,1260
 Idly Pidly,1261
 Imli,1262
 Imperia Restaurant,1263
 Imperial Restaurant,1264
 Imperio Restaurant,1265
 In Wok,1266
 Inazia  Sheraton Grand Bengaluru Whitefield Hotel ,1267
 Incanto  The Zuri,1268
 Inchara,1269
 Inchara Restaurant,1270
 India Garden,1271
 Indian Coffee House,1272
 Indian Coffee House  Restaurant,1273
 Indian Durbar  Conrad Bengaluru,1274
 Indian Food Court,1275
 Indian Kitchen,1276
 Indian Paratha Factory,1277
 Indian Tadka,1278
 Indiana Burgers,1279
 Indigo X Ii P,1280
 Indigo Xp,1281
 Indore Eat Restaurant,1282
 Indori Chatorey,1283
 Indus Family Restaurant,1284
 IndyS Comfort Food,1285
 Infinitea Tea Room  Tea Store,1286
 Infinity Family Restaurant,1287
 Ingu Tengu,1288
 Inhouse Burger,1289
 Innerchef,1290
 InsomniacS Delight,1291
 Intalia,1292
 Intriicake,1293
 Ishta Cafe,1294
 Italia  The Park Bangalore,1295
 Italy,1296
 Ithaca  The Chancery Pavilion,1297
 Ivy,1298
 Ivy Park,1299
 IyengarS Inn,1300
 Iyer Idly,1301
 Iyer Mess,1302
 IyerS Tiffin Centre,1303
 Izakaya Gastro Pub,1304
 J Spice,1305
 JS Cafe,1306
 Jade,1307
 JaffaS Biryani,1308
 Jai Jinendra,1309
 Jai Mataji Farshan  Sweets,1310
 Jaisalmer,1311
 Jalpaan,1312
 Jalsa,1313
 Jalsa Gold,1314
 Jamavar  The Leela Palace,1315
 Janahaar,1316
 Japan Travel Cafe Azuki,1317
 Jashn,1318
 Jashn Hyderabadi Bawarchi,1319
 Java City,1320
 Jcubez,1321
 JeffS  Royal Orchid Hotel,1322
 Jetlag,1323
 Ji Hazoor,1324
 JimiS Beer Cafe,1325
 Jingo Bbq  Burgers,1326
 JohnyS Kitchen,1327
 JonahS,1328
 JoseS Mess,1329
 Js Food Court,1330
 Juice Berg,1331
 Juice Junction,1332
 Juice Junction Food Court,1333
 Juicemaker,1334
 Juicy,1335
 Juicy Momos,1336
 Jukebox,1337
 Jumping Beans,1338
 Just Bake,1339
 Just Delhiwala,1340
 Just Fresh Point,1341
 Just Khao Suey,1342
 Just Shawarma,1343
 Just Yum,1344
 Justbe Cafe,1345
 Jw Kitchen  Jw Marriott Bengaluru,1346
 KGN Kabbab Corner,1347
 Ka 12  Flavour Of Coorg,1348
 Ka53,1349
 Kaafi Desi,1350
 Kaapikada,1351
 Kaara By The Lake,1352
 Kaaram,1353
 Kaati Zone,1354
 Kaayal,1355
 Kabab Korner,1356
 Kabab Magic,1357
 Kabab Mandra,1358
 Kabab Mehal,1359
 Kabab Mirchi,1360
 Kabab Palace,1361
 Kabab Souq,1362
 Kabab Treat,1363
 Kachori Kafe,1364
 Kadai Crust  Amma Veetu Samayal,1365
 Kadal Da Meen,1366
 Kadala Tarangaa,1367
 Kadala Teera,1368
 Kadamba Gardenia,1369
 Kaifu,1370
 Kailash Parbat,1371
 Kairali,1372
 Kairali Restaurant,1373
 Kairos,1374
 Kaka Food Corner,1375
 KakaTCafe,1376
 Kakaji,1377
 KakalKai Ruchi,1378
 Kalingas,1379
 Kalmane Koffees,1380
 Kalpavriksha Upahara,1381
 Kamat Bugle Rock,1382
 Kamat Hotel,1383
 Kamat Minerva,1384
 Kamat Swaad,1385
 Kamat Yatrinivas,1386
 KamatS Palate Korner,1387
 Kannur Food Point,1388
 Kannur Restaurant,1389
 Kanteen 038,1390
 Kanteen The Eatery,1391
 Kanthari,1392
 Kanti Sweets,1393
 KantiS,1394
 Kanua,1395
 KapoorS Biriyani,1396
 KapoorS Cafe,1397
 Karachi Bakery,1398
 Karahi Kitchen,1399
 Karaikudi Restaurant,1400
 Karama Restaurant,1401
 Karavali Lunch Home,1402
 Karavalli  The Gateway Hotel,1403
 Kargeens,1404
 Karibu  The Zuri,1405
 Karma Kaapi,1406
 Karnataka Bhel House,1407
 KartikS Mithai Shoppe,1408
 KatariaS Home Food,1409
 KatariaS Pakwan,1410
 Kava  Fairfield By Marriott,1411
 Kava Kitchen  Bar  Fairfield By Marriott,1412
 Kavali,1413
 Kawaii,1414
 Kaz,1415
 Kc Das,1416
 Kc Das  Sai Sweets,1417
 Kc Das  Sweet Paradise,1418
 Kebabs  Kurries  Itc Gardenia,1419
 Kebarbiq,1420
 KediaS Fun Food,1421
 Keep It Straight Cafe,1422
 KennyS Restaurant,1423
 Kentacky Chicken Corner,1424
 Kerala Pavilion,1425
 Kerala Tiffin,1426
 Kerala Vibes,1427
 Kesar Sweet Shop And Fast Food,1428
 Kesariya,1429
 Keto Kitchen,1430
 Kettle On,1431
 Keventers,1432
 Kevins Kitchen,1433
 Keys Cafe  Keys Hotel,1434
 Kfc,1435
 Khai Khai,1436
 Khan Saheb Grills And Rolls,1437
 Khatta Meetha Teekha,1438
 Khawa Karpo,1439
 Khazana Food Paradise,1440
 Khopcha,1441
 Khyma Biryani,1442
 Kick Out The Jams,1443
 KidambiS Kitchen,1444
 Kidilum,1445
 Kijiji  Chal Yaha Khate Hai,1446
 Kim Lee Restaurant,1447
 King,1448
 KingS Appetite,1449
 Kinpeetos,1450
 KirthiS Biryani,1451
 Kitchen Garden,1452
 Kitchen Katta,1453
 Kitchen King,1454
 Kitchen Of Joy,1455
 Kitchen On Table,1456
 KitchenS Sea Food Restaurant,1457
 KitchensHsr,1458
 KitchensJp Nagar,1459
 KitchensMahadevpura,1460
 KitchensWhitefield,1461
 KittuS,1462
 Kittyko,1463
 Kkr Foodies,1464
 Klinx  Hilton Bangalore Embassy Golflinks,1465
 Knowhere,1466
 Kobe Sizzlers,1467
 Kokomo,1468
 Kolkata Biriyani,1469
 Kolkata Kitchen,1470
 KollapuriS,1471
 Komala Refreshments,1472
 Konark Vegetarian Restaurant,1473
 Konaseema Grand,1474
 Konaseema Kitchen,1475
 Kopper Kadai,1476
 Koramangala Social,1477
 Koshe Kosha,1478
 KoshyS,1479
 Kota Kachori,1480
 Krazzy Folds,1481
 Krem,1482
 Krishna Kuteera,1483
 Krishna Sagar,1484
 Krispy Kreme,1485
 Kritunga Restaurant,1486
 Krutunga,1487
 Kudil Kerala Kitchen,1488
 Kudla  Coraltree,1489
 Kudla  Hotel Ramanashree,1490
 Kulfi  More,1491
 Kullad Cafe,1492
 Kumarakom,1493
 Kumbakonam Degree Coffee,1494
 Kund Indian Barbeque,1495
 Kunda Biryani,1496
 Kundana,1497
 Kurtoskalacs,1498
 Kusum Restaurant,1499
 Kusum Rolls,1500
 Kuttanad Restaurant,1501
 Kuttanadu,1502
 Kwality Cakes N Bakes,1503
 Kwatlay RestOCafe,1504
 Kya Khaoge,1505
 KylieS,1506
 L J Iyengar Bakery,1507
 L81 Cafe,1508
 La Brasserie  Le Meridien,1509
 La Casa,1510
 La Casa Brewery And Kitchen,1511
 La Grande Cafe,1512
 La Heaven,1513
 La Madeleine Patisserie,1514
 La PinoZ Pizza,1515
 LaPizza,1516
 Laddoos,1517
 Lakeview Milkbar,1518
 Lakshmi Natraja Refreshments,1519
 LalcheeS Rasoi,1520
 Lan Thai,1521
 Lassi Adda,1522
 Lassi Corner,1523
 Lassi Resto Cafe,1524
 Lassi Shop,1525
 Late Night,1526
 Latitude Whitefield,1527
 Laughing Llama Gastropub,1528
 Lavonne,1529
 Layla  The Den Bengaluru,1530
 Lazeez,1531
 Lazio Steaks  More,1532
 Laziz Pizza,1533
 Lazy Suzy,1534
 Le Arabia,1535
 Le Casse CroTe,1536
 Le Charcoal,1537
 Le Charcoal Xpress,1538
 Le Cirque Signature  The Leela Palace,1539
 Le Gateau  The Cake Shop,1540
 Le Jardin  The Oberoi,1541
 Le Jardin By Bhagini,1542
 Le Rock,1543
 Le Roll Cafe,1544
 LeelaS Kitchen,1545
 Leia Soul Food,1546
 Lemon Krust,1547
 LennyS Burgers And More,1548
 Leon Grill,1549
 LeonS Take Away,1550
 Levitate Brewery And Kitchen,1551
 Library Bar  The Leela Palace,1552
 Light House Cafe,1553
 Limelight  Royal Orchid Hotel,1554
 Lincoln Bistro,1555
 Lion King,1556
 Liquid Lounge  Hyatt Centric Mg Road,1557
 Lit Gastro Pub,1558
 Litti House,1559
 Litti Twist,1560
 Little Bites,1561
 Little Black Choux,1562
 Little Cafe,1563
 Little Chef,1564
 Little Green Cafe,1565
 Little Italy,1566
 Little Kitchen,1567
 Little Kolkata,1568
 Little Lucknow,1569
 Little Onnion,1570
 Little Orissa Restaurant,1571
 Lobby Cafe  Radha Regent,1572
 Loca Moca,1573
 Loft38,1574
 Longlive Pizza,1575
 Lono,1576
 Lot Like Crepes,1577
 Lotus Pavilion  Itc Gardenia,1578
 Lounge 189,1579
 Lovely Knights,1580
 Loveshack,1581
 Lucknowiz,1582
 Lucky Singh  Co,1583
 Ludo Cafe,1584
 LuluS Bakery  Fast Food,1585
 Lungees Foods,1586
 Luo Han,1587
 Luscious Folks,1588
 Lush  Renaissance Hotel Bengaluru,1589
 M Bar  Bengaluru Marriott Hotel Whitefield,1590
 M Cafe  Bengaluru Marriott Hotel Whitefield,1591
 MM Restaurant,1592
 MMA Kabab Rolls  Biriyani Center,1593
 MMA KababS  Biriyani Center,1594
 MMA Kababs Rolls  Biryani Center,1595
 MaArya Family Restaurant,1596
 Maa Bhook Lagi,1597
 Maa Di Hatti,1598
 Maa ReddyS Hyderabadi Biryani House,1599
 Mac Fast Food,1600
 Machali Port,1601
 Mad Over Donuts,1602
 Mad Over Fries,1603
 Madeena Hotel,1604
 Madouk Cafe,1605
 Madurai Idli Dosa Shop,1606
 Madurai Idly Shop,1607
 Magic Bowl,1608
 Magic Meals,1609
 Magic Oven,1610
 MagixS Parattha Roll,1611
 Magnolia,1612
 MahadiiS,1613
 Mahalaxmi Tiffin Room,1614
 Mahesh Friends Food Center,1615
 Mahesh Lunch Home,1616
 Mahjong Room  Welcomhotel Bengaluru,1617
 Maia  Eat  Bake  Mom,1618
 Mainland China,1619
 Maiyas,1620
 Majlish,1621
 Mak N Vak  Fyn,1622
 Makers Of Milkshakes,1623
 Malabar,1624
 Malabar Bay,1625
 Malabar Coastal Cuisine,1626
 Malenadu Kitchen,1627
 Malhar Maharashtrian Cuisine,1628
 Malleshwaram Dosa Corner,1629
 Malnad Military Hotel,1630
 Malties  Radisson Blu,1631
 Mama Mia,1632
 Mamagoto,1633
 MamajiS,1634
 Mambos Cafe,1635
 Mamma Mexicana,1636
 Manasa Fishland,1637
 Manbhavan Premium Thali Restaurant,1638
 Manchow,1639
 Mandara  Imera Spa  Resort,1640
 Mandarin Box,1641
 Mandi,1642
 Mane Holige,1643
 Mane Thindi,1644
 Mangala Hotel,1645
 Mangalore Pearl,1646
 Mangalore Pearl  Seafood Restaurant,1647
 Mango Tree The Beer Garden,1648
 ManiS Dum Biryani,1649
 Manjit Da Dhaba,1650
 Maraheb Restaurant,1651
 Marakachi,1652
 Maratha Darshan,1653
 Maravanthe,1654
 Marhaba,1655
 Maria Taste Circle,1656
 MariaS Goan Kitchen,1657
 Marigold Fine Dine Restaurant,1658
 Market Table,1659
 MarleyS Bistro,1660
 Marmaris,1661
 Mars Chicken Delight,1662
 Marwa Restaurant,1663
 Marwari Basa,1664
 Marzipan Cafe  Bakery,1665
 Masala Central,1666
 Masala Chai,1667
 Masala Dani  The Paul,1668
 Masala Klub  The Taj West End,1669
 Masala Oota,1670
 Mast Biryani  Fresh Indian Kitchen,1671
 Mast Kalandar,1672
 Mast Punjabi,1673
 Master Chifoo,1674
 Masti Masala,1675
 Mathsya Darshini,1676
 Matinee Bar  Kitchen,1677
 Matka,1678
 Matka House,1679
 Matru Sagar,1680
 Matsuri  The Chancery Hotel,1681
 Matsya Loka,1682
 Matteo Coffea,1683
 Mavalli Tiffin Room Mtr,1684
 Maxpresso,1685
 Mayonaise,1686
 Mayura 1989,1687
 Mayura Grand,1688
 Mayura Sagar,1689
 Mayuri,1690
 Maziga,1691
 Mc DonaldS,1692
 McdonaldS,1693
 McdonaldS Play Place,1694
 Mdp Coffee House,1695
 Mealbox Inc,1696
 MealerIn,1697
 Mealsbaba,1698
 Mealstree,1699
 Meat And Eat,1700
 Meat And Eat Me,1701
 Meaza Ginger Multi Cuisine Restaurant,1702
 Mecaf Family Restaurant,1703
 Meenu Oota Da Maane,1704
 MeeraaS Beegara Oota,1705
 Mega Bite,1706
 Meghana Biriyanis,1707
 Meghana Biryani,1708
 Meghana Foods,1709
 Meghana Foods Grand,1710
 Meghana Grand,1711
 MelS Korner,1712
 Melange  Hotel Ekaa,1713
 Melange  Radisson Blu,1714
 Melt,1715
 Melt  Eden Park,1716
 Melting Spot,1717
 Memories Of China  Taj Mg Road Bengaluru,1718
 Messy Bowl,1719
 Messy Eats,1720
 MessyS,1721
 Mexican Burrito,1722
 Mid Night Hunting,1723
 MidNight Crunch,1724
 Midnight Hunger Solutions 247,1725
 Midnight Mania,1726
 Midnight Pizza Slurpp,1727
 Mighty Paws,1728
 Mighty Small,1729
 Mikusu  Conrad Bengaluru,1730
 Milano Ice Cream,1731
 Millers 46,1732
 Mimansa  Foxtrot,1733
 Min Mini Punjabi Dhaba,1734
 Mini Punjabi Dhaba,1735
 Ministry Of Food  Hilton Bangalore Embassy Golflinks,1736
 Mint And Mustard,1737
 Mint Masala,1738
 Mirch,1739
 Mishmash,1740
 MishraS Pedha Big Foods,1741
 Mist N Creams,1742
 Misu,1743
 Mitraa Da Pizza,1744
 Mitran Da Junction,1745
 Mockaholic Restro Beer Cafe,1746
 Moghul Durbar Restaurant,1747
 Mojo Pizza  2X Toppings,1748
 Momo Blues,1749
 Momo Cafe  Courtyard By Marriott,1750
 Momo Hut,1751
 Momo Jojo,1752
 Momo Rice Noodles,1753
 Momo Shop,1754
 Momoz,1755
 MonetS Bistro,1756
 Monkey Bar,1757
 Monsoon  The Park Bangalore,1758
 Mooch Marod,1759
 Mood For Food,1760
 Moolehatti Donne Biryani Mane,1761
 Moonlight Kitchens,1762
 More Pizza,1763
 More Than Chocolates,1764
 Moriz Restaurant,1765
 Mota Bawarchi,1766
 MotherS Food,1767
 MotherS Kitchen,1768
 MotherS Meal,1769
 MotherS Rasoi,1770
 Mothi Restaurant,1771
 Moti Mahal Delux,1772
 Motis Kitchen,1773
 Moto Store  Cafe,1774
 Mountain Spice,1775
 Mouthfull Of Cake,1776
 Mr Beans  Home Cafe,1777
 Mr Manchurian,1778
 Mr Singh Da Dhaba,1779
 Mtr 1924,1780
 Mudde Madappa Mess,1781
 Mudpipe Cafe,1782
 Mug N Bean,1783
 Mugful Of Stories,1784
 Mughal Restaurant,1785
 Mughal Treat,1786
 Mughlai Azam,1787
 Mugs N Burgers,1788
 Mukati Kitchen,1789
 Multi Cakes,1790
 MumS Kitchen,1791
 Mumbai Bistro,1792
 Mumbai Kulfi,1793
 Mumbai Spice,1794
 Mumbai Xpress,1795
 Mummy Dhaba,1796
 Munchies,1797
 Murli,1798
 MurphyS Brewhouse  The Paul Bangalore,1799
 Mustard Cafe,1800
 Mustard Food Court,1801
 MuthashyS,1802
 My Place  Gokulam Grand Hotel  Spa,1803
 My Tea House,1804
 Mynt  The Taj West End,1805
 Mynutrikitchen,1806
 Mystique Palate,1807
 Myu Bar At GillyS Redefined,1808
 NaachiyarS,1809
 Naati Manae,1810
 NagaS,1811
 Nagarjuna,1812
 Nagarjuna Chimney,1813
 Nagas,1814
 NagashreeS,1815
 Nainital North Indian Restaurant,1816
 NakkalaS Food Hunt,1817
 Nakkshatra,1818
 Nalaas Aapakadai,1819
 Namak Swad Anusaar,1820
 Namana Garden,1821
 Namaste Kitchen,1822
 NamdhariS Salad Bar,1823
 Namma Kudla,1824
 Namma Madurai,1825
 NandaS,1826
 Nandhana Palace,1827
 Nandhini,1828
 Nandhini Deluxe,1829
 Nandhini Paradise,1830
 Nandighosha,1831
 NandoS,1832
 Nanna Munna Paratha House,1833
 Napoli Italian Bistro,1834
 NarmadhaS Hyderabad Biriyani,1835
 Nashta Pani The GujaratS Special,1836
 Nasi And Mee,1837
 Natuna Seafood House,1838
 Natural Ice Cream,1839
 NatureS Nectar,1840
 NavabS,1841
 Navami,1842
 Navrang Kabab Korner,1843
 Nayi Dilli By Anand Sweets,1844
 Nellore Bhojanam,1845
 Nesara Mullti  Cuisine Family Dining  Garden,1846
 Nevermind  Bar  Social,1847
 New Agarwal Bhavan,1848
 New Andhra Chimney,1849
 New Andhra House,1850
 New Biriyani Darbar,1851
 New Biryani Mane,1852
 New Delicacy,1853
 New Farm Fresh,1854
 New Food Magic,1855
 New Friends,1856
 New Gongura Grand,1857
 New Hilal Restaurant,1858
 New Kabab Plaza,1859
 New Kairali Restaurant,1860
 New KhaayaalS Restaurant,1861
 New Krishna Bhavan,1862
 New Leaf Restaurant,1863
 New Modern Hotel,1864
 New Oottupura Restaurant,1865
 New Paratha Corner,1866
 New Peking,1867
 New Prashanth Hotel,1868
 New Punjabi Dhaba,1869
 New Punjabi Food Corner,1870
 New Punjabi Hotel,1871
 New Punjabi Tasty Khana,1872
 New Royal Treat,1873
 New Sagar Fast Food,1874
 New Salem Spices,1875
 New Samrat Restaurant,1876
 New Shanthi Sagar,1877
 New Sunrise Restaurants,1878
 New Tandoor,1879
 New Tandoori Point,1880
 New Tasty Cafeteria,1881
 New Udupi Delicacy,1882
 New Udupi Park Deluxe,1883
 New Udupi Upahara,1884
 Nh1,1885
 Nh8,1886
 Night Bell,1887
 Night Food Joint,1888
 Night Panda,1889
 Night Spoon,1890
 Nightfork,1891
 Niice Cream,1892
 Nisarga,1893
 Nisarga Garden,1894
 Nite Out,1895
 NizaamS Kaati Rolls  Kebabs,1896
 NizamS Biryani House,1897
 No 10 Fort Cochin,1898
 No More Hungry,1899
 Noibidya,1900
 Nolimmits Lounge And Club,1901
 Nomadic Tandoor,1902
 Noodle Bar,1903
 Noodle Panda,1904
 Noodles,1905
 Nook  Aloft Bengaluru Cessna Business Park,1906
 NoonS,1907
 North Indian Bhukkads,1908
 North Wale Restaurant,1909
 NorthamS PizzaPita,1910
 Northern Gate Gateway Hotel,1911
 Northern Route,1912
 Northwind,1913
 Nossa Goa,1914
 Not Just Parathas,1915
 Not Just Waffles,1916
 Nourich,1917
 Nouvelle Garden,1918
 NuTree,1919
 Nukkad,1920
 Nutri Rich,1921
 Nuts Over Salads Cafe,1922
 Nutty Squirrel,1923
 Ny Pizza  Waffles,1924
 Nys Kitchen,1925
 OG Variar  Sons,1926
 Oakleaf,1927
 Occasions,1928
 Ocea Hotel,1929
 Ocean,1930
 Odisha Kitchen,1931
 Odisha Platter,1932
 Odissi Restaurant,1933
 Off D Hook,1934
 Office Lunch Box,1935
 Oh Calcutta,1936
 Oh My Biryani,1937
 Oh So Stoned,1938
 Oki,1939
 Oko  The Lalit Ashok Bangalore,1940
 Old Mumbai Ice Cream,1941
 Oldtown Dilli,1942
 Olive  Era,1943
 Olive Bar And Kitchen,1944
 Olive Garden,1945
 OliverS Pub  Diner,1946
 Om Made Cafe,1947
 Om Nom Thai,1948
 On The Nose,1949
 Once Upon A Flame,1950
 Once Upon A Rooftop,1951
 One Atria Cafe,1952
 One Chu Restaurant,1953
 One For The Road,1954
 One In A Melon,1955
 Onesta,1956
 Oogway Express,1957
 Ooh La La,1958
 Oota Bangalore,1959
 Ootada Mane,1960
 Oottupura,1961
 Oottupura Family Restaurant,1962
 Opus Club,1963
 Opus Food Stories,1964
 Orbis Restaurant,1965
 Oregano Pizzeria,1966
 Oregano Soul Food,1967
 Orzuv,1968
 Ottimo  Itc Gardenia,1969
 Output Bengaluru,1970
 Ovenstory Pizza,1971
 Oventreats  PatisserieBistro,1972
 Over The Top Terrace Lounge,1973
 OwlS Kitchen,1974
 Oye Amritsar,1975
 Oye Hoye,1976
 PabloS Gastrobar,1977
 PabraiS Fresh  Naturelle Icecreams,1978
 PabraiS Fresh And Naturelle Icecreams,1979
 Pagalkhana,1980
 Pai Vihar,1981
 Paisa Vasool,1982
 Pait Full,1983
 Pakwan,1984
 Palki Restaurant,1985
 PalkiS,1986
 Pallavi North Indian Veg Restaurant,1987
 Pallavi Restaurant,1988
 Palmgrove,1989
 Panchami Garden,1990
 Panchavati Gaurav Thali,1991
 Pancuzzi,1992
 Panda Boy,1993
 Pani Kum Chai,1994
 PapannaS Biriyani,1995
 Pappu Chaiwalla,1996
 Pappu Da Dhaba,1997
 Paprica,1998
 Paradise,1999
 Paradox RestOCafe,2000
 Parampara  The Veg Kitchen,2001
 Paranthas And Dosas,2002
 Paratha Junction,2003
 Paratha Plaza,2004
 Paratha Singh,2005
 Parathabox,2006
 Parathe Wali Gali,2007
 Parika Multicuisine  Coastal Fine Dine,2008
 Parika Multicuisine Restaurant,2009
 Parisar Veg Restaurant,2010
 Parivar,2011
 Park View Restaurant,2012
 Parkview,2013
 Parrattha Ssinghh,2014
 Pashto,2015
 Pasta Factory,2016
 Pasta Street,2017
 Pathaan Sir,2018
 Patiala Lassi,2019
 Patio  The Resto Cafe,2020
 Patio 805,2021
 Patisserie Nitash,2022
 Patville,2023
 PaulS Dum Biryani,2024
 Pavilion Restaurant,2025
 Pavithra Restaurant,2026
 Pavitra Paradise,2027
 Pazzo,2028
 Peace Restaurant,2029
 Peacock,2030
 Pebble,2031
 Pecos Classic,2032
 Pecos Hideout,2033
 Pecos Mojo,2034
 Pecos Stones,2035
 Penthouse Cafe,2036
 People Tree Cafe,2037
 Peppa Zzing,2038
 Peppermill Bistro,2039
 Pepperwood,2040
 Peppy Peppers,2041
 Petoo,2042
 Petuk,2043
 Phew Play Hard Eat Wild,2044
 Phobidden Fruit,2045
 Phulke Ghar Ke,2046
 Pimento,2047
 Pin Me Down,2048
 Pind Balluchi,2049
 Pingara,2050
 Pinxx  Royal Orchid Central,2051
 Pipabu,2052
 Pizza Cart,2053
 Pizza Hut,2054
 Pizza Mane,2055
 Pizza Republic,2056
 Pizza Stop,2057
 Plan B,2058
 Plantain Leaf,2059
 Plated,2060
 Podi Idly,2061
 Poha On Wheels,2062
 PolammaS Mess,2063
 Polar Bear,2064
 Polo Club  The Oberoi,2065
 Pooja Dosa Camp,2066
 Poonam Sweets,2067
 Poorvika Restro Cafe,2068
 Pop Hop,2069
 Popsies,2070
 Popular Burger,2071
 Portland Steakhouse  Cafe,2072
 Pot Biryani,2073
 PotONoodles,2074
 Potato Bae,2075
 Potful,2076
 Pout,2077
 Prajwal The Restaurant,2078
 Pramukh Family Restaurant,2079
 Prana,2080
 Prashant Naati Corner,2081
 Prasiddhi Food Corner,2082
 Prems Graama Bhojanam,2083
 PreritS Food Factory,2084
 Priyadarshini Grand,2085
 Priyadarshini Veg,2086
 Prost Brew Pub,2087
 Protein Grillhouse,2088
 PsvS Andhra Paradise,2089
